tnf_alpha_concentration_normalized,il10_concentration_normalized,ifn_gamma_concentration_normalized,il5_concentration_normalized,il6_concentration_normalized,il12p70_concentration_normalized
0.0764718978,0.6779917078,0.035654003999999996,0.2097980046,1.9858985572,5.0118197914
0.09758560333333334,0.8853913326666667,0.0538175,0.28488658333333333,2.3701380656666666,9.662960331666667
